"","CND1_1","CND1_2","CND1_3","CND1_4","CND2_1","CND2_2","CND2_3","CND2_4","CTRL_1","CTRL_2","CTRL_3"
"Kcnj13",12,8,11,14,19,8,3,12,11,12,11
"Gm6153",38,10,18,30,49,35,10,36,80,28,72
"Inpp5d",5696,1589,2815,3508,2554,3560,1943,2513,5593,4352,3749
"Atg16l1",1234,369,759,928,640,811,507,802,1253,1387,1218
"Scarna6",8,4,7,12,5,7,1,3,3,3,13
"Sag",33,5,12,17,7,14,13,11,28,15,43
"Gm19582",3,0,1,1,1,1,1,3,15,1,3
"Dgkd",3384,895,1625,2144,1683,1980,1245,1569,5924,3631,3523
"Usp40",382,156,265,287,254,272,159,231,402,533,484
"Ugt1a10",0,0,0,0,0,1,0,0,4,1,1
"Ugt1a7c",0,0,2,4,1,6,3,4,93,113,124
"Ugt1a6b",0,0,0,0,0,0,0,0,0,2,0
"Ugt1a6a",0,0,0,0,0,0,0,0,3,4,6
"Ugt1a5",0,0,0,0,0,0,0,0,5,0,0
"Dnajb3",4,0,0,1,0,1,2,1,2,0,0
"Ugt1a1",0,0,0,3,0,0,0,2,0,1,0
"Mroh2a",38,8,12,20,37,31,22,42,41,46,42
"Hjurp",765,286,536,691,599,612,234,603,1003,1276,1113
"Glrp1",0,0,0,0,0,0,0,0,0,1,2
"Gm19589",2,0,0,2,0,2,0,0,1,0,0
"Arl4c",4022,1386,2264,2981,2267,2921,2018,2085,3827,3770,4620
"Sh3bp4",2,0,1,4,1,0,1,0,148,29,30
"Agap1",10,1,15,7,4,6,6,0,99,124,88
"Gbx2",0,0,0,0,0,0,0,0,0,0,0
"Ackr3",0,0,0,1,0,0,0,0,47,34,1
"Cops8",1350,408,1013,1100,711,1139,655,853,1261,1531,1330
"Col6a3",1,0,0,1,0,1,0,1,1,0,0
"Mlph",0,0,0,0,0,0,0,0,2,1,0
"Rab17",0,0,0,0,0,0,0,0,2,0,0
"Lrrfip1",11000,4226,7551,7550,6160,8099,4484,6109,6731,10038,8237
"Rbm44",5,46,10,11,0,2,0,1,4,13,11
"Ramp1",4,0,0,4,1,0,4,1,118,125,105
"Ube2f",859,313,613,614,599,804,545,540,970,964,784
"Scly",2068,385,805,1245,820,1392,829,940,1054,1298,837
"Espnl",1,0,3,3,2,5,2,5,6,3,2
"Klhl30",681,118,323,218,282,405,212,430,41,108,47
"Erfe",64,28,58,51,32,61,26,53,19,55,11
"Ilkap",1494,472,1033,1138,880,1245,751,1145,1358,1472,1236
"Hes6",584,108,247,410,301,504,307,446,558,335,386
"Per2",108,15,68,68,33,49,17,26,165,149,105
"Traf3ip1",929,261,492,598,631,608,451,714,912,1132,1271
"Asb1",1023,333,591,692,516,641,363,502,544,808,605
"Hdac4",1435,383,681,993,622,910,375,651,630,1253,1130
"Ndufa10",1686,532,1150,1181,856,1550,1076,1235,1405,1464,1245
"Cops9",537,118,228,341,325,689,328,515,823,421,457
"Otos",2,0,0,2,1,3,1,1,0,7,4
"Gpc1",39,5,20,19,22,23,8,29,229,117,123
"Ankmy1",18,2,5,10,7,3,1,5,4,6,11
"Dusp28",171,32,79,115,81,158,94,125,133,106,85
"Rnpepl1",2438,483,1000,1581,972,1754,1001,1546,2171,2145,2177
"9430060I03Rik",17,5,28,21,12,11,10,14,37,42,27
"Capn10",184,42,108,110,94,129,101,134,254,191,231
"Gpr35",11,5,4,13,13,8,10,17,433,218,270
"Kif1a",3,4,2,0,10,2,0,1,30,9,3
"Crocc2",0,0,0,1,0,0,0,0,1,1,0
"Sned1",3,0,0,1,2,0,0,2,34,14,7
"Mterf4",224,86,190,189,148,193,167,149,328,312,180
"Pask",80,74,155,57,46,83,48,64,122,157,124
"Ppp1r7",1224,436,832,761,557,870,670,635,1029,1261,1006
"Ano7",0,0,0,1,0,0,2,0,8,3,10
"Hdlbp",5477,1880,3847,3731,3103,4410,2535,2964,5334,5921,4755
"Septin2",3024,1332,2611,2235,2149,2448,1688,1885,2552,4156,2763
"Farp2",156,48,101,133,80,136,52,76,152,175,159
"Stk25",1884,498,974,1293,1069,1282,787,1386,1986,1872,1737
"Bok",0,0,3,2,0,0,2,0,1,0,0
"Thap4",599,170,318,415,340,621,337,443,478,410,346
"Atg4b",1254,374,762,826,788,962,679,853,1004,1157,1064
"Dtymk",974,368,798,747,600,702,527,840,767,1085,801
"Ing5",1329,497,864,887,657,824,554,775,1047,1536,1297
"D2hgdh",812,206,402,648,414,617,388,565,1159,1227,979
"Gal3st2",2,0,0,0,0,0,5,0,3,0,2
"Gal3st2b",0,0,0,1,0,0,0,1,10,1,4
"Gm7889",10,4,2,7,3,6,0,6,24,9,7
"Gal3st2c",0,0,0,0,0,0,0,1,8,6,0
"Neu4",73,17,23,38,31,34,5,26,9,40,71
"Pdcd1",16723,4173,8126,9477,9978,15576,9539,11613,3762,7730,4674
"Fam174a",622,228,480,582,614,1011,410,735,911,938,807
"St8sia4",2535,1386,2305,2885,2722,3104,1286,1717,3969,5440,4392
"Slco4c1",73,35,55,114,150,163,51,85,92,222,114
"Panct2",85,40,51,93,82,122,77,86,302,506,522
"Gm7135",1,0,2,2,6,1,0,0,0,2,5
"Macir",1697,1065,1795,1560,2399,2630,1467,1855,3036,3433,3509
"Ppip5k2",2685,1829,3083,2651,2559,2992,1523,1804,3204,5115,4740
"Gin1",279,205,398,318,343,303,182,317,559,826,606
"Pam",11,15,17,21,25,39,26,33,64,46,66
"B230216N24Rik",0,0,0,2,2,1,6,1,2,0,0
"1810006J02Rik",0,0,0,0,0,0,0,0,23,6,6
"Cdh20",0,0,0,0,0,0,3,0,0,0,0
"Rnf152",88,51,113,118,114,105,39,61,176,384,243
"Gm17634",2,0,0,0,0,1,0,0,0,4,3
"Pign",1689,1073,1793,1538,1771,1861,916,1406,1718,3007,2574
"Relch",2550,1467,2848,2905,3003,2506,1094,2302,3675,5448,4848
"Gm10193",15,4,10,26,13,37,10,17,56,12,27
"Tnfrsf11a",1,0,3,0,3,1,0,0,49,31,33
"Gm7160",19,15,20,13,18,20,21,29,24,27,34
"Zcchc2",3265,1369,2643,3291,3478,3278,1794,2481,4548,5343,4748
"Gm20753",1,0,1,0,0,0,0,2,0,0,0
"Phlpp1",433,199,377,432,340,463,204,312,853,741,728
"Bcl2",1572,931,1533,1620,1619,1901,1289,1529,6331,6308,9334
"D630008O14Rik",4,0,1,6,2,3,1,9,44,25,35
"Kdsr",1058,444,820,837,751,953,631,753,1413,1526,1953
"Vps4b",4604,2641,4195,4236,4671,5578,3158,3662,5525,7827,7056
"Serpinb5",0,2,0,0,0,0,1,0,1,3,0
"Serpinb12",0,0,0,0,0,0,0,0,0,0,0
"Serpinb7",0,0,4,0,0,0,0,0,10,0,4
"Serpinb2",0,0,0,0,0,0,6,0,10,5,4
"Serpinb10",4,1,3,1,0,0,2,0,203,137,135
"Serpinb8",0,0,4,1,2,0,2,0,27,15,13
"Dsel",203,169,338,300,405,319,129,319,589,755,896
"Tsn",3899,2168,4057,3399,3547,5462,3349,4439,5883,6334,5623
"Nifk",1318,651,1280,1218,968,1666,1340,1302,2327,2078,2219
"Clasp1",2649,1267,2108,2277,2377,3143,1329,2332,2827,3603,3646
"2900060B14Rik",46,8,84,51,39,101,16,88,107,128,207
"Tfcp2l1",180,113,287,108,136,128,50,229,194,260,209
"Inhbb",0,0,0,0,0,0,0,0,0,0,0
"Ralb",565,234,495,471,553,971,536,612,733,857,820
"Tmem185b",752,289,560,626,556,828,604,757,921,1098,864
"Epb41l5",44,10,49,53,40,56,18,42,45,41,25
"Ptpn4",775,598,856,725,906,1046,332,552,779,1242,1184
"Tmem177",184,72,125,185,149,290,158,243,369,387,422
"Sctr",0,3,0,0,1,1,3,1,0,2,5
"Tmem37",2,0,0,1,0,0,0,3,8,2,2
"Dbi",1588,645,1394,1549,1744,3089,1911,2649,3351,2448,2258
"3110009E18Rik",210,68,174,212,351,687,326,439,304,289,241
"Steap3",83,51,85,96,83,149,60,134,315,233,155
"Marco",8,2,20,14,4,19,23,11,83,10,15
"Insig2",983,576,1043,945,1162,1525,1023,1199,1174,1535,1131
"Ccdc93",2032,885,1536,1914,1977,2276,1200,1929,2801,3313,3261
"Htr5b",0,0,0,0,0,0,0,0,3,0,0
"Ddx18",2804,1279,2195,2369,2184,3497,2297,2749,4616,3980,4499
"Dpp10",0,0,0,0,0,0,0,0,3,0,0
"Actr3",28341,20392,33335,25008,27075,40255,23945,28320,38710,46369,41890
"Slc35f5",23,9,34,24,47,56,29,67,132,110,111
"Mgat5",380,136,246,274,287,445,187,299,494,704,658
"Gm8451",2164,496,969,2050,1985,3041,1251,2827,5176,1082,3194
"Tmem163",756,389,684,619,636,1000,713,897,430,459,419
"Acmsd",2,0,1,4,0,2,3,4,5,7,13
"Ccnt2",2224,1384,2479,1891,2841,2411,1252,2549,4005,5634,4703
"Map3k19",1,2,1,1,3,2,0,10,137,17,12
"Rab3gap1",3373,1490,2498,2668,2986,3989,2071,3218,3933,4922,5109
"Zranb3",150,107,290,131,115,154,92,131,360,455,392
"R3hdm1",3179,1614,3022,2741,3185,3806,1797,2891,3740,5153,4614
"Mir128-1",2,0,0,0,0,1,0,0,1,1,0
"Ubxn4",4085,2074,3405,3725,4793,6704,3654,4877,9066,7236,6906
"Lct",12,9,19,17,12,9,4,10,19,35,52
"Mcm6",7826,5426,11439,7524,7727,12529,7562,9699,12112,15346,12239
"Dars",3457,2144,3754,3105,3430,5267,2934,3492,5292,6027,5316
"Cxcr4",3707,769,2332,3177,4780,5527,3149,3730,16352,9866,14213
"Thsd7b",8,1,0,2,1,0,2,3,7,49,149
"Rpl31-ps9",648,267,328,560,718,1096,633,996,2896,658,2091
"Cd55b",23,17,13,25,39,33,4,28,70,29,30
"Cd55",3132,2358,4727,3282,3777,5220,2885,3914,5136,5083,3682
"Pfkfb2",1154,587,893,986,1283,1197,597,1052,1620,2534,2230
"Yod1",577,426,707,573,738,579,193,576,688,1352,1130
"Fcamr",0,0,0,0,0,0,0,0,83,0,0
"Pigr",0,1,0,0,0,1,0,0,104,13,0
"Fcmr",0,1,2,13,0,0,0,0,5009,129,10
"Il24",0,0,0,0,0,0,0,0,17,0,0
"Il19",1,1,0,2,0,0,1,0,1,3,1
"Il10",2543,1542,3500,2478,4831,4140,1430,4248,926,2512,2879
"Mapkapk2",5094,2089,3318,3555,4319,7016,3453,5356,4962,5278,5972
"Dyrk3",5,1,11,10,1,3,4,3,76,58,36
"Eif2d",1343,580,1084,1155,1061,2046,1231,1740,1775,1865,2321
"Rassf5",13331,4594,8876,10006,10642,14820,8776,10468,11254,14089,14266
"Ikbke",4514,1622,3014,4256,4051,4166,2328,4931,9483,10175,15166
"Srgap2",3397,1390,2419,2675,2794,3748,1729,2869,3305,4680,5510
"Fam72a",87,46,72,80,32,99,46,90,144,170,163
"Ctse",1224,409,617,838,997,1272,830,713,858,1566,1604
"Rab7b",1,2,2,2,2,1,1,1,202,92,62
"Slc26a9",0,0,0,0,0,0,0,0,0,1,0
"Slc41a1",4612,1447,2254,3335,4224,5408,2255,4036,2616,3778,4625
"Rab29",953,471,782,858,931,1340,839,1230,1051,1234,1292
"Nucks1",6835,3769,7163,5483,5630,8582,3884,6351,7690,10658,10117
"Slc45a3",0,1,4,4,1,1,2,2,61,15,10
"Elk4",3515,1321,2200,2683,2896,3424,1313,2554,4118,6861,7335
"Mfsd4a",1289,554,877,993,1047,1180,488,975,1402,2456,2665
"Cdk18",0,0,0,1,0,1,0,0,10,6,6
"Klhdc8a",0,1,0,0,0,0,0,0,0,2,0
"Nuak2",10,2,7,22,3,9,9,15,820,267,269
"Tmcc2",288,83,174,282,261,571,288,445,659,620,943
"Dstyk",1029,545,847,1016,1049,1169,640,1106,1474,2187,2359
"Rbbp5",2776,1362,2356,2544,2650,3439,1741,2632,3518,4196,4683
"Tmem81",472,227,487,483,454,527,311,526,741,771,900
"Cntn2",1,0,0,0,1,0,4,0,2,1,0
"Nfasc",0,0,0,0,1,0,0,0,2,1,2
"Lrrn2",0,0,0,0,0,0,0,0,0,0,3
"Mdm4",6711,3977,5931,6219,7835,6972,2384,6747,8260,13211,13953
"Pik3c2b",31,10,8,22,15,21,7,21,1021,78,30
"Ppp1r15b",9975,4262,8096,8548,8205,10168,4912,8048,13032,16444,17068
"Plekha6",193,85,77,193,182,158,99,117,124,590,779
"Gm19461",0,0,0,0,0,0,0,0,1,3,0
"Etnk2",0,0,0,0,0,0,0,1,0,0,0
"Sox13",0,0,0,0,0,0,0,0,62,6,8
"Snrpe",1439,1064,1712,1410,1864,3141,2120,2591,4160,3060,2951
"Zc3h11a",10325,5313,10112,10093,10121,11000,6504,10406,13380,14569,16330
"Zbed6",3459,2118,3502,3630,4127,4301,878,2661,2762,5428,5253
"Lax1",27628,9452,19397,23383,25371,28293,16273,28681,19392,29202,30473
"Atp2b4",7832,3199,5483,5087,6353,7250,2828,5016,2385,3883,3079
"Prelp",0,0,0,0,0,2,0,0,1,0,1
"Btg2",9372,2742,4686,9411,8423,9804,4653,7983,12654,14007,27232
"Gm8618",7,2,4,7,9,17,6,14,49,9,19
"Chit1",132,67,52,85,225,134,167,169,59,146,136
"Chil1",0,0,2,4,0,0,5,1,560,413,398
"Mybph",0,0,0,0,0,0,0,0,1,2,8
"Adora1",0,0,0,0,0,0,0,0,4,3,2
"Myog",0,0,0,2,0,0,3,0,0,0,0
"Ppfia4",44,12,10,34,25,14,12,28,446,385,368
"Tmem183a",1898,916,1692,1726,1938,2539,1621,2259,3396,3892,4815
"Cyb5r1",912,377,661,665,818,1095,764,1200,1495,1505,1837
"Adipor1",4941,1588,2694,3617,3970,7315,3857,5203,4910,4954,5726
"Klhl12",727,371,748,651,585,710,467,737,981,1376,1399
"Rabif",1526,786,1351,1429,1409,2109,1279,1668,2326,2906,3197
"Kdm5b",1351,556,880,1282,1388,1443,989,1287,2195,2582,2903
"Syt2",1,0,0,0,0,0,0,0,0,0,0
"Ppp1r12b",272,131,210,220,271,321,132,283,363,452,470
"Ube2t",338,171,272,244,335,532,222,420,603,540,583
"Lgr6",7,4,3,9,6,13,7,12,10,22,12
"Ptprv",472,171,301,384,353,383,178,477,660,1005,1584
"Gm10535",8,10,10,18,6,7,0,11,12,29,18
"Ptpn7",6801,2502,5547,5088,5156,8153,4364,6797,5413,6744,7605
"Arl8a",3331,1069,1938,2523,3073,4690,2020,3571,3691,3392,4439
"Gpr37l1",0,0,0,0,0,0,0,0,0,1,5
"Elf3",1,0,0,1,0,2,0,2,7,4,0
"Rnpep",2987,1583,2696,2850,2662,4512,2684,3651,4395,5060,4751
"Timm17a",1081,489,850,985,1094,1822,1308,1408,1629,1430,1548
"Shisa4",1,0,3,1,0,1,0,0,27,2,8
"Ipo9",3043,1787,2908,2892,2846,3699,1945,3173,4168,5136,5321
"Nav1",3,4,8,11,1,0,4,1,402,53,63
"Csrp1",2265,1080,2024,1809,1869,3542,1921,2763,3104,2807,2881
"Phlda3",145,96,193,201,120,344,163,224,368,202,227
"Tnni1",0,0,0,0,0,0,0,0,3,0,0
"Lad1",54,23,34,46,27,127,47,38,175,158,70
"Tmem9",250,84,148,175,174,368,194,279,299,194,240
"Cacna1s",26,15,46,30,27,68,39,64,265,107,137
"Gm15850",2,0,2,0,3,2,0,1,3,6,6
"Kif21b",29575,7893,13203,23148,20546,27194,11717,19392,28680,37036,46304
"Mroh3",1,0,0,1,0,0,0,1,2,7,3
"Inava",0,1,10,5,0,5,7,1,2,2,0
"Gpr25",0,0,0,2,2,1,0,0,12,0,3
"Camsap2",635,322,499,709,560,664,349,420,2030,2663,3032
"9230116N13Rik",49,29,47,26,38,60,49,51,56,88,96
"Ddx59",392,125,299,316,269,465,216,391,549,698,721
"Kif14",197,281,442,215,94,299,122,218,521,1055,622
"Zfp281",1273,789,1277,1285,1297,1119,524,1133,2154,2795,2456
"Gm19705",57,41,59,59,94,102,50,144,45,48,93
"Gm8762",2,2,4,4,3,15,3,10,19,4,8
"A130050O07Rik",0,0,0,0,0,0,0,0,1,0,0
"Ptprc",99906,63172,108543,98069,109242,118509,54523,84077,112801,181891,141882
"Atp6v1g3",0,0,0,2,1,0,0,0,2,2,0
"Nek7",10603,5976,10392,10805,11815,15767,8423,8720,18504,29532,23170
"Lhx9",0,0,0,0,0,0,3,1,0,0,5
"2310009B15Rik",74,27,43,72,64,117,85,117,164,111,160
"Dennd1b",3416,1901,3527,3028,3333,3933,1488,2393,3374,5137,4041
"Crb1",0,0,0,2,0,0,0,0,0,2,0
"Zbtb41",1097,696,1251,1081,1037,1216,481,778,1263,2181,1791
"Aspm",320,475,875,384,222,417,140,300,596,1617,836
"Cfhr2",0,0,0,0,0,0,1,0,2,0,2
"Cfh",1,1,0,2,2,0,0,1,306,135,277
"Kcnt2",0,0,0,0,1,0,5,0,0,1,0
"Cdc73",2157,1149,1960,1958,2211,2925,1270,1801,2270,3337,2904
"B3galt2",6,2,6,5,4,6,1,1,11,8,10
"Glrx2",568,283,530,532,616,894,633,817,958,1020,989
"Ro60",433,316,563,450,511,509,253,464,731,947,900
"Uchl5",1079,816,1474,1034,1391,1828,911,1379,1933,1941,1822
"Rgs2",851,209,793,989,920,1139,334,622,3647,2549,1911
"Rgs13",0,0,0,0,0,0,0,0,16,0,0
"Rgs1",5989,2511,6609,5558,10819,10031,3866,6325,2418,3816,3731
"Rgs18",2,0,0,1,1,0,2,2,175,77,71
"Gm15583",735,280,575,650,548,708,357,523,928,1161,1033
"Pla2g4a",4,4,19,3,4,3,6,2,130,170,133
"Ptgs2",4,1,5,2,2,1,0,8,206,245,210
"Rbm3-ps",281,106,158,220,250,379,150,358,285,99,231
"Odr4",1034,621,1282,1039,1056,1357,746,1052,1505,2295,1897
"Tpr",19154,10134,17134,16796,16227,20933,9649,13428,16591,26645,21866
"Prg4",27,28,40,41,30,17,5,27,132,115,156
"Hmcn1",0,0,0,0,0,0,3,0,2,0,0
"3110040M04Rik",0,0,0,0,0,0,0,0,19,8,0
"Ivns1abp",6716,4734,8436,7368,7821,6998,4037,6776,16104,18629,17782
"Swt1",1100,689,1246,1085,1328,1445,829,1068,1837,1954,1692
"Trmt1l",2625,1120,2137,2353,2277,2523,1714,2286,4070,4592,4431
"Rnf2",1965,1342,2150,2317,2385,2868,1695,1901,3480,4105,3353
"Niban1",6173,2606,4190,5346,5152,7712,3466,4580,4859,8252,6652
"Edem3",1732,923,1742,1693,1805,1964,903,1307,2347,3077,2574
"1700025G04Rik",778,503,544,1167,682,1124,628,678,2451,3742,2890
"Tsen15",143,89,171,139,117,224,117,175,312,248,164
"Rgl1",19,11,31,32,16,12,36,12,175,125,79
"Apobec4",4,6,9,3,6,4,3,6,1,1,1
"Arpc5",11021,7597,13962,10161,11968,16154,11140,12083,12892,17524,12268
"Ncf2",22,9,19,25,8,14,26,13,2264,1054,1276
"Smg7",5914,2342,4548,4917,5106,5826,2962,4283,6846,9278,7003
"Nmnat2",48,21,23,58,36,25,35,27,114,119,262
"Lamc2",22,28,49,23,11,23,13,19,19,26,36
"Lamc1",426,157,236,336,218,241,159,143,494,339,138
"E330020D12Rik",29,39,45,44,62,42,45,64,319,172,121
"Shcbp1l",1,2,7,5,2,2,2,1,17,20,8
"Dhx9",10886,6156,10188,9412,10449,11901,6154,8084,10636,15563,12438
"Npl",0,1,5,0,4,2,2,1,242,3,12
"Rgs8",3,5,32,0,17,30,7,53,4,1,6
"C230024C17Rik",27,8,34,29,12,23,19,36,21,17,29
"Rgs16",9349,3232,7776,11524,8589,9610,3538,6974,4813,7456,5575
"Rnasel",3512,1673,2983,3264,2667,3244,1846,2392,2574,5324,4158
"Rgsl1",0,0,0,0,1,0,0,0,0,2,3
"Teddm2",0,0,0,0,0,2,0,0,0,0,2
"Teddm1b",1,0,0,0,0,0,6,2,0,3,3
"Teddm1a",0,0,0,0,0,0,0,0,4,11,0
"Glul",2907,1127,1699,2792,2595,3416,2296,2234,5403,6437,6439
"Cacna1e",0,0,3,3,0,0,2,0,665,86,26
"Ier5",4962,1514,3046,4971,4310,6109,2549,5243,11240,8058,11491
"Mr1",611,217,421,412,403,382,303,342,252,600,382
"Stx6",1514,574,975,1242,1180,1958,1149,1480,1760,2020,1931
"Xpr1",2308,999,1760,1914,1964,2453,1037,1524,2875,4024,3472
"Gm5532",2,0,2,2,2,5,12,1,1,24,18
"Acbd6",1110,351,602,923,879,1594,1059,1261,1314,1070,1245
"Qsox1",1478,572,827,931,1266,1804,1256,1507,1491,1187,1609
"Cep350",5075,2470,4094,5362,4388,6002,2104,2941,6538,8910,7281
"Tor1aip1",5723,2649,4698,5210,4404,5996,3391,3990,5934,8497,6028
"Tor1aip2",2348,1272,2433,2652,2307,2415,1386,2101,4020,5995,5178
"Fam163a",0,0,0,1,0,1,11,1,3,3,14
"Nphs2",0,0,0,0,1,0,0,0,2,0,3
"Axdnd1",10,11,8,12,7,14,9,15,35,28,30
"Soat1",2317,1114,1900,1910,2325,2789,1668,2228,3645,4903,3677
"Abl2",1524,659,957,1299,1218,1429,565,1058,2340,2732,2922
"Tor3a",1115,328,671,1017,654,1208,825,900,2098,2116,2154
"Fam20b",2559,1163,2032,2201,2059,2923,1618,1878,2544,3618,2752
"Ralgps2",373,196,295,341,253,274,164,187,3283,302,172
"Angptl1",1,5,11,1,4,2,0,3,29,2,1
"Rasal2",0,0,1,0,1,0,0,0,45,12,2
"2810025M15Rik",0,0,1,1,0,0,0,0,55,9,14
"Cryzl2",2,3,3,4,3,2,3,3,64,17,17
"Sec16b",0,0,0,0,0,0,4,0,27,5,1
"Cop1",1416,876,1571,1542,1472,1892,1000,1203,2862,2361,2125
"Scarna3a",9,6,10,8,28,4,4,15,2,8,9
"4930523C07Rik",722,264,599,582,382,620,290,318,1958,1314,1424
"4930562F07Rik",8,6,10,2,7,2,2,3,12,16,18
"Tnn",5,1,1,8,1,1,2,1,10,7,11
"Mrps14",537,304,637,538,482,905,729,750,1082,756,753
"Cacybp",2529,1436,3232,2527,3540,3668,2356,2226,5943,3295,2829
"Rabgap1l",5918,3146,5582,5988,5908,6543,3796,4535,10024,10030,11016
"Mir1927",2,0,0,0,1,0,0,0,0,0,0
"Gpr52",12,6,9,8,8,10,19,11,15,18,7
"Gm6177",174,34,54,132,102,181,95,197,480,66,227
"Rc3h1",3137,1635,2832,3415,3386,3496,1364,2334,4834,5247,4850
"Serpinc1",2,5,9,10,11,7,5,1,37,25,25
"Zbtb37",302,155,237,332,274,309,159,262,383,404,442
"Gas5",7891,4265,8039,7889,11119,10576,6085,9348,18020,12582,18271
"Snord47",10,14,14,14,39,29,9,19,22,37,36
"Dars2",594,302,596,579,439,693,436,502,968,964,861
"Cenpl",573,354,618,544,568,672,353,522,768,939,837
"Klhl20",1840,1033,1797,1697,1882,2112,1262,1591,2027,2427,2152
"Ankrd45",0,4,1,1,0,0,0,0,0,0,0
"Prdx6",2177,799,1720,1971,1652,3028,1780,2152,3005,2753,2282
"Tnfsf4",1239,694,1705,1626,764,1732,1156,827,1561,2767,1573
"Tnfsf18",40,34,51,46,37,47,2,29,15,62,93
"Fasl",4127,1481,3688,3929,4867,4566,1872,3679,1077,3156,1120
"Suco",4579,2559,4450,4670,5156,4677,1809,3446,4018,6353,4750
"4930558K02Rik",2,2,1,0,3,0,0,0,2,4,5
"Pigc",571,300,434,589,547,731,613,738,1066,881,926
"Dnm3",45,20,36,55,47,80,33,35,80,140,99
"2810442N19Rik",0,0,0,0,0,0,0,0,0,4,3
"Dnm3os",2,0,1,3,2,1,0,3,3,3,4
"Eef1aknmt",310,120,212,282,199,309,230,239,615,368,535
"Vamp4",968,550,835,841,941,1197,638,836,1056,1106,892
"Myoc",1,0,1,0,0,0,0,1,0,0,0
"Prrc2c",17274,8369,12800,16760,13880,17760,6587,10626,17168,21560,19957
"Prrx1",103,110,239,267,652,465,70,400,79,1293,10
"Gorab",264,143,244,262,278,262,174,261,564,395,499
"Mettl11b",3,0,0,0,0,0,0,1,0,0,0
"Kifap3",187,142,222,172,199,245,171,221,648,595,668
"Scyl3",2544,1171,2218,2319,2164,2560,1388,1949,2739,2995,3266
"Mettl18",296,170,231,300,241,373,260,274,655,427,492
"Sele",7,2,1,0,2,1,1,1,29,7,14
"Sell",8953,4546,5300,9879,7340,10347,7817,7829,36518,22694,30385
"Selp",0,0,0,0,3,3,0,0,42,78,126
"Gm16548",0,0,0,0,0,0,0,0,2,3,1
"Slc19a2",151,97,205,151,126,160,86,124,389,276,356
"Ccdc181",283,162,256,264,272,326,191,256,471,442,508
"Blzf1",617,316,596,581,478,533,373,397,997,1066,993
"Nme7",266,146,234,267,233,360,296,258,562,442,450
"Atp1b1",1,1,6,3,2,6,11,3,472,39,40
"Dpt",0,0,0,0,0,0,0,0,0,5,2
"Gm20743",0,0,0,1,2,1,4,1,9,63,35
"Xcl1",1238,319,642,1371,585,2521,1694,930,11638,4585,7262
"1700029M03Rik",1,3,1,0,0,0,0,0,0,10,14
"Tbx19",0,0,0,3,0,0,0,0,0,0,0
"Sft2d2",16757,7371,11314,16265,16446,21353,12590,14617,25984,28887,35771
"Tiprl",2199,1291,2327,2266,2453,3156,2030,2288,3206,2994,2994
"Gpr161",0,1,0,0,0,0,0,0,0,6,0
"Dcaf6",664,347,581,596,710,696,392,564,1243,1107,1339
"Mpc2",468,202,339,381,427,731,478,589,1264,702,912
"Adcy10",0,0,0,0,0,0,0,0,2,7,0
"Mpzl1",1,2,0,5,1,1,0,3,39,26,11
"Gm19622",0,0,0,0,0,0,0,2,3,0,0
"Rcsd1",4532,1833,2985,3421,3511,5224,2936,4199,7146,4117,5612
"Creg1",407,168,364,435,371,613,411,431,1144,817,790
"Cd247",8936,3718,6223,8075,7659,12779,7948,9023,9487,7938,8904
"Pou2f1",1654,756,1245,1361,1605,1358,557,1289,1363,1990,2164
"Ildr2",0,0,0,0,0,0,0,0,0,4,2
"Gm15853",81,42,44,57,63,85,35,74,42,30,82
"Tada1",785,509,983,866,801,984,635,782,1208,1311,1053
"Pogk",2201,983,1316,2024,1516,2215,1263,1295,3731,4762,5700
"Gm16701",5,2,3,1,4,10,0,6,10,9,4
"Fam78b",367,110,211,284,299,442,199,299,461,589,655
"Uck2",700,380,491,619,465,1042,611,687,1674,1355,1529
"Tmco1",1335,625,1307,1194,1099,1859,972,1311,1493,1530,1193
"Aldh9a1",2104,878,1537,1711,1514,2580,1682,1855,3106,2574,3100
"Mgst3",7,5,5,7,3,13,19,13,68,42,30
"Pbx1",1,0,0,2,2,0,2,0,166,119,196
"Nuf2",199,375,631,195,183,309,178,278,600,817,621
"Hsd17b7",419,265,449,402,372,491,258,335,522,722,616
"3110045C21Rik",6,3,6,4,3,6,7,10,8,10,8
"Ddr2",0,0,0,0,0,0,2,0,0,0,6
"Uap1",1086,587,1187,984,1044,1457,1020,1154,2134,1703,1724
"Uhmk1",1988,896,1325,1630,1882,2565,705,997,1483,2205,1790
"Sh2d1b2",0,0,0,0,0,0,0,0,9,1,0
"Gm6345",1,0,0,0,0,2,0,1,2,1,5
"Sh2d1b1",7,1,16,9,6,3,13,2,129,29,33
"Gm7694",1,1,0,1,0,1,2,1,22,77,73
"Spata46",0,0,0,0,0,0,0,0,0,8,0
"Nos1ap",1,0,0,0,1,0,2,1,4,14,21
"Olfml2b",0,0,1,0,2,0,0,0,5,138,153
"Atf6",8254,3923,6292,5767,8124,8681,4332,6920,5065,5372,5733
"Dusp12",392,224,381,336,371,544,360,457,654,557,562
"Fcrlb",5,2,2,2,1,4,2,5,12,1,1
"Fcrla",3,2,0,7,0,0,3,0,2055,98,50
"Fcgr2b",95,25,103,99,123,64,54,107,1693,703,4077
"Fcgr4",34,10,85,62,28,17,48,26,753,498,296
"Fcgr3",48,31,65,74,28,34,37,44,961,898,895
